iter	RMSE
704	0.1668208261
705	0.1667586586
706	0.1666751649
707	0.1665529737
708	0.1665030276
709	0.1664459802
710	0.1664033827
711	0.1663509697
712	0.1662957092
713	0.1662229951
714	0.1661735025
715	0.1661158466
716	0.1660303493
717	0.1659573049
718	0.1659144817
719	0.1658928777
720	0.1658154336
721	0.1657647043
722	0.1657132424
723	0.1656523214
724	0.1656074197
725	0.1655698274
726	0.1655201816
727	0.1654761744
728	0.1653776466
729	0.1653244713
730	0.1652786379
731	0.1652039659
732	0.1651414302
733	0.1650223604
734	0.1649900266
735	0.1649621314
736	0.1649226221
737	0.1648639892
738	0.1648194442
739	0.1647700354
740	0.1647009349
741	0.1646748761
742	0.1646235949
743	0.1645549024
744	0.1645161077
745	0.1644754719
746	0.1644312081
747	0.1643715394
748	0.1643229156
749	0.1642914268
750	0.1642483377
751	0.1641986086
752	0.164159871
753	0.1641247558
754	0.1640569358
755	0.1639838026
756	0.1639415023
757	0.1638893635
758	0.1638360517
759	0.1637901926
760	0.1637315762
761	0.163657881
762	0.1636002154
763	0.1635463818
764	0.1634812082
765	0.1634001168
766	0.1633534819
767	0.1633173555
768	0.1632783527
769	0.1632129227
770	0.1631464593
771	0.1630697552
772	0.1629694211
773	0.1628935376
774	0.1628647807
775	0.1628166068
776	0.1627670973
777	0.1627080304
778	0.1626500996
779	0.1625667464
780	0.1625197561
781	0.1624618947
782	0.1624171913
783	0.1623794079
784	0.162291533
785	0.1622426023
786	0.1621976469
787	0.1621499309
788	0.162106565
789	0.1620526925
790	0.1619948306
791	0.1619495341
792	0.1618839144
793	0.1617973402
794	0.1617446353
795	0.1616885899
796	0.161628179
797	0.1615781554
798	0.1615078212
799	0.1614501928
800	0.1614150251
801	0.1613255399
802	0.161265472
803	0.1611998525
804	0.1611355211
805	0.1610611341
806	0.1609817049
807	0.1609061053
808	0.1608432677
809	0.1607770367
810	0.1607141261
811	0.1606558096
812	0.1606064111
813	0.1605337846
814	0.1604818069
815	0.160433408
816	0.1603697779
817	0.1603275024
818	0.1602810297
819	0.1602458761
820	0.1602019835
821	0.1601669049
822	0.1601234913
823	0.1600700725
824	0.1600116371
825	0.1599670016
826	0.1599292864
827	0.1598954098
828	0.1598375464
829	0.1597947611
830	0.1597665644
831	0.1597382181
832	0.1596979049
833	0.1596393132
834	0.1595660396
835	0.1595137138
836	0.1594742944
837	0.1594120892
838	0.1593493953
839	0.1592929961
840	0.1592276274
841	0.1591893876
842	0.1591375676
843	0.159087216
844	0.1590525237
845	0.1590003953
846	0.1589688511
847	0.1589164328
848	0.1588876915
849	0.1588398091
850	0.1587973995
851	0.1587393766
852	0.1586898558
853	0.1586622814
854	0.1586154372
855	0.158525207
856	0.1584637014
857	0.1583880671
858	0.1583033048
859	0.1582575946
860	0.1581993182
861	0.1581552174
862	0.1580928967
863	0.158042857
864	0.1579763632
865	0.1579209521
866	0.1578578088
867	0.1578197014
868	0.1577674257
869	0.1577103631
870	0.1576704624
871	0.1576368739
872	0.1575640847
873	0.1575091758
874	0.1574762346
875	0.1574020261
876	0.1573631706
877	0.1573146252
878	0.157232787
879	0.1571963988
880	0.1571522457
881	0.1571138598
882	0.1570471037
883	0.1569939755
884	0.1569371614
885	0.1568913454
886	0.1568484265
887	0.1568147324
888	0.1567751005
889	0.1567145317
890	0.1566734185
891	0.1566289265
892	0.1565939503
893	0.1565290153
894	0.1564876455
895	0.1564294769
896	0.1563876937
897	0.1563331253
898	0.1562830155
899	0.156243361
900	0.1562020988
901	0.1561587872
902	0.1561279777
903	0.1560820381
904	0.1560551921
905	0.1560188016
906	0.1559940997
907	0.1559475775
908	0.1559227818
909	0.1558712437
910	0.1558084963
911	0.1557662472
912	0.1557087278
913	0.1556673705
914	0.1555946527
915	0.1555652104
916	0.1554868723
917	0.1554346279
918	0.1553963599
919	0.1553583783
920	0.1553070716
921	0.1552431377
922	0.1552028979
923	0.155158092
924	0.1551116683
925	0.1550711008
926	0.1550200023
927	0.1549808912
928	0.1549416234
929	0.1548896542
930	0.1548327162
931	0.1547838605
932	0.1547413276
933	0.154695673
934	0.1546373636
935	0.1545952908
936	0.1545522898
937	0.1545089135
938	0.1544631717
939	0.1544119339
940	0.1543787719
941	0.154319485
942	0.1542579508
943	0.1542198179
944	0.1541522715
945	0.1540566123
946	0.1540073714
947	0.1539566428
948	0.1539108318
949	0.1538783996
950	0.1538135726
951	0.1537812115
952	0.1537491933
953	0.1537091664
954	0.1536638473
955	0.15361701
956	0.1535653618
957	0.1535295115
958	0.1534842688
959	0.1534073969
960	0.1533540794
961	0.1533283785
962	0.1532931118
963	0.1532501452
964	0.1532093569
965	0.1531721653
966	0.1531315457
967	0.1530961064
968	0.1530419558
969	0.1530038015
970	0.1529783214
971	0.1529372238
972	0.1528880336
973	0.1528266582
974	0.1527619203
975	0.1527178859
976	0.1526875033
977	0.1526528666
978	0.1525861785
979	0.1525570663
980	0.1525219902
981	0.1524733107
982	0.1524120735
983	0.1523689444
984	0.1523438824
985	0.1522952898
986	0.1522372008
987	0.1521977292
988	0.15216749
989	0.1521407656
990	0.1521120712
991	0.1520897866
992	0.1520431199
993	0.1520043525
994	0.1519480055
995	0.1519213133
996	0.15186914
997	0.1518368234
998	0.1517917385
999	0.1517549223
